Nome,Email,WhatsApp,Valor Conta,Fase,Distribuidora,Status,Data Criacao
"Sorveteria Mineiro",sorveteriamineiro69@gmail.com,(31) 97372-7817,1628,MONOFASICO,CEMIG Minas Gerais,new,2025-10-14T15:40:42.203Z
"Padaria Gostoso Ltda",padariagostosoltda73@gmail.com,(31) 90708-1644,2661,TRIFASICO,CEMIG Minas Gerais,new,2025-12-14T11:53:17.542Z
"Padaria Real e Cia",padariarealecia81@gmail.com,(31) 99121-6634,2282,TRIFASICO,CEMIG Minas Gerais,new,2025-11-03T11:27:41.531Z
"Mercado Premium Ltda",mercadopremiumltda56@gmail.com,(31) 92879-1063,1266,TRIFASICO,CEMIG Minas Gerais,new,2025-10-31T22:06:42.008Z
"Padaria Sabor e Cia",padariasaborecia66@gmail.com,(31) 93381-3290,1487,MONOFASICO,CEMIG Minas Gerais,new,2025-10-14T06:21:06.390Z
"Sorveteria Central Express",sorveteriacentralexpress51@gmail.com,(31) 93484-3074,549,MONOFASICO,CEMIG Minas Gerais,new,2025-12-13T20:14:05.084Z
"Antonio Martins",antoniomartins66@gmail.com,(31) 94609-2171,2473,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T20:46:48.372Z
"Sorveteria Gostoso Express",sorveteriagostosoexpress95@gmail.com,(31) 92497-8720,1464,BIFASICO,CEMIG Minas Gerais,new,2025-10-13T20:54:58.765Z
"Padaria do Bairro",padariadobairro39@gmail.com,(31) 93027-8346,3532,MONOFASICO,CEMIG Minas Gerais,new,2025-11-29T11:28:51.334Z
"Antonio Almeida",antonioalmeida66@gmail.com,(31) 99061-0947,3956,TRIFASICO,CEMIG Minas Gerais,new,2025-12-01T15:36:12.697Z
"Mercado Tropical Express",mercadotropicalexpress93@gmail.com,(31) 95094-5572,2293,BIFASICO,CEMIG Minas Gerais,new,2026-01-05T22:36:30.610Z
"Sandra Ferreira",sandraferreira72@gmail.com,(31) 94375-5200,1360,TRIFASICO,CEMIG Minas Gerais,new,2026-01-02T10:57:34.814Z
"Paulo Rodrigues",paulorodrigues81@gmail.com,(31) 91588-4182,2862,BIFASICO,CEMIG Minas Gerais,new,2025-11-02T08:00:35.931Z
"Açougue Gostoso e Cia",aouguegostosoecia12@gmail.com,(31) 96862-2075,2819,MONOFASICO,CEMIG Minas Gerais,new,2025-10-26T02:22:35.987Z
"Padaria do Bairro Ltda",padariadobairroltda51@gmail.com,(31) 97341-1918,1283,TRIFASICO,CEMIG Minas Gerais,new,2025-10-10T10:04:09.449Z
"Maria Souza",mariasouza31@gmail.com,(31) 91846-2020,4189,MONOFASICO,CEMIG Minas Gerais,new,2026-01-01T01:11:22.094Z
"Sorveteria Mineiro Ltda",sorveteriamineiroltda2@gmail.com,(31) 95117-3596,2606,BIFASICO,CEMIG Minas Gerais,new,2025-10-14T22:59:21.699Z
"Luiz Santos",luizsantos22@gmail.com,(31) 98982-7160,1994,MONOFASICO,CEMIG Minas Gerais,new,2025-12-31T03:34:00.481Z
"Marcos Lima",marcoslima82@gmail.com,(31) 99356-2233,3996,BIFASICO,CEMIG Minas Gerais,new,2025-11-11T18:42:48.301Z
"Mercado Mais Ltda",mercadomaisltda32@gmail.com,(31) 99006-9296,647,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T14:08:56.112Z
"Padaria Gostoso Ltda",padariagostosoltda11@gmail.com,(31) 91961-2160,541,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T05:32:03.052Z
"Fernanda Carvalho",fernandacarvalho22@gmail.com,(31) 98380-8937,1052,MONOFASICO,CEMIG Minas Gerais,new,2025-11-04T08:54:58.820Z
"João Lima",joolima58@gmail.com,(31) 98515-4938,1427,TRIFASICO,CEMIG Minas Gerais,new,2025-12-09T01:02:48.463Z
"José Souza",jossouza24@gmail.com,(31) 97074-9900,3442,TRIFASICO,CEMIG Minas Gerais,new,2025-11-05T02:07:48.876Z
"Mercado Central",mercadocentral51@gmail.com,(31) 98807-6175,2017,BIFASICO,CEMIG Minas Gerais,new,2025-10-24T23:24:39.052Z
"Padaria Central",padariacentral59@gmail.com,(31) 94328-9985,4164,BIFASICO,CEMIG Minas Gerais,new,2025-11-01T05:11:35.850Z
"Padaria Tropical Ltda",padariatropicalltda7@gmail.com,(31) 93903-1999,2888,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T14:44:35.317Z
"Sorveteria Mais Express",sorveteriamaisexpress8@gmail.com,(31) 92453-8612,3068,MONOFASICO,CEMIG Minas Gerais,new,2025-11-24T17:57:57.842Z
"Açougue Central Ltda",aouguecentralltda68@gmail.com,(31) 96832-6174,3997,BIFASICO,CEMIG Minas Gerais,new,2025-10-22T16:43:28.294Z
"Mercado Puro Express",mercadopuroexpress39@gmail.com,(31) 91847-2205,3328,TRIFASICO,CEMIG Minas Gerais,new,2025-11-09T07:17:51.127Z
"Açougue Sabor e Cia",aouguesaborecia74@gmail.com,(31) 97969-2387,3136,MONOFASICO,CEMIG Minas Gerais,new,2025-11-02T13:29:32.663Z
"Sorveteria Gostoso Ltda",sorveteriagostosoltda84@gmail.com,(31) 92658-8909,4000,BIFASICO,CEMIG Minas Gerais,new,2025-10-14T05:18:28.909Z
"Açougue Tropical Express",aouguetropicalexpress17@gmail.com,(31) 94743-8545,4622,TRIFASICO,CEMIG Minas Gerais,new,2025-11-05T18:22:29.433Z
"Padaria do Bairro Ltda",padariadobairroltda21@gmail.com,(31) 92634-6608,2616,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T01:03:14.377Z
"Padaria Sabor e Cia",padariasaborecia70@gmail.com,(31) 94146-2716,3086,BIFASICO,CEMIG Minas Gerais,new,2025-11-29T03:20:27.988Z
"Lucas Souza",lucassouza74@gmail.com,(31) 93246-6336,2870,TRIFASICO,CEMIG Minas Gerais,new,2025-10-17T00:58:29.042Z
"Mercado Central Express",mercadocentralexpress10@gmail.com,(31) 96095-4917,973,BIFASICO,CEMIG Minas Gerais,new,2025-12-09T03:11:51.718Z
"Açougue Real Express",aouguerealexpress49@gmail.com,(31) 90305-9474,2589,BIFASICO,CEMIG Minas Gerais,new,2026-01-04T18:58:51.785Z
"Açougue Sabor Express",aouguesaborexpress97@gmail.com,(31) 94788-9792,3418,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T01:12:49.467Z
"Padaria Real e Cia",padariarealecia84@gmail.com,(31) 91563-9306,438,BIFASICO,CEMIG Minas Gerais,new,2025-11-18T14:04:53.737Z
"Padaria Real Ltda",padariarealltda92@gmail.com,(31) 90095-0344,2897,BIFASICO,CEMIG Minas Gerais,new,2025-11-21T02:56:11.604Z
"Antonio Silva",antoniosilva26@gmail.com,(31) 99364-0755,2917,BIFASICO,CEMIG Minas Gerais,new,2025-12-12T12:47:00.649Z
"Padaria Puro",padariapuro26@gmail.com,(31) 95737-2786,882,BIFASICO,CEMIG Minas Gerais,new,2025-10-16T11:52:13.875Z
"Açougue Premium",aouguepremium16@gmail.com,(31) 90240-2612,3979,BIFASICO,CEMIG Minas Gerais,new,2025-12-28T00:37:57.451Z
"Camila Almeida",camilaalmeida6@gmail.com,(31) 96000-2849,3111,TRIFASICO,CEMIG Minas Gerais,new,2025-11-28T16:39:15.833Z
"Açougue Real Ltda",aouguerealltda52@gmail.com,(31) 92799-6172,457,MONOFASICO,CEMIG Minas Gerais,new,2025-12-13T08:49:41.884Z
"Padaria Central",padariacentral95@gmail.com,(31) 95380-7951,3707,BIFASICO,CEMIG Minas Gerais,new,2025-11-05T04:53:00.183Z
"Padaria Tropical",padariatropical29@gmail.com,(31) 93881-5019,2836,MONOFASICO,CEMIG Minas Gerais,new,2025-12-19T00:05:19.301Z
"Sorveteria Sabor",sorveteriasabor56@gmail.com,(31) 98453-2917,4777,TRIFASICO,CEMIG Minas Gerais,new,2025-10-16T01:19:09.982Z
"Fernanda Oliveira",fernandaoliveira13@gmail.com,(31) 92742-1323,2487,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T19:37:09.860Z
"Marcos Gomes",marcosgomes21@gmail.com,(31) 90978-5347,4044,MONOFASICO,CEMIG Minas Gerais,new,2025-12-08T07:31:16.214Z
"Mercado Sabor e Cia",mercadosaborecia3@gmail.com,(31) 99368-5359,4961,BIFASICO,CEMIG Minas Gerais,new,2025-12-14T20:47:44.266Z
"Luiz Pereira",luizpereira82@gmail.com,(31) 97045-8511,2347,MONOFASICO,CEMIG Minas Gerais,new,2025-11-02T06:25:39.482Z
"Açougue Sabor Ltda",aouguesaborltda8@gmail.com,(31) 93817-7999,2663,TRIFASICO,CEMIG Minas Gerais,new,2025-12-17T16:50:40.255Z
"Açougue Sabor Ltda",aouguesaborltda89@gmail.com,(31) 95197-1340,1152,BIFASICO,CEMIG Minas Gerais,new,2025-10-31T13:02:54.650Z
"Padaria Central Ltda",padariacentralltda21@gmail.com,(31) 90191-0784,4093,TRIFASICO,CEMIG Minas Gerais,new,2025-11-24T07:32:26.437Z
"Mercado Puro Express",mercadopuroexpress41@gmail.com,(31) 93386-5594,3380,TRIFASICO,CEMIG Minas Gerais,new,2025-10-10T20:13:00.674Z
"João Alves",jooalves11@gmail.com,(31) 92823-6843,4872,BIFASICO,CEMIG Minas Gerais,new,2025-11-02T15:49:45.164Z
"Açougue Mais Ltda",aouguemaisltda26@gmail.com,(31) 99226-0481,1469,MONOFASICO,CEMIG Minas Gerais,new,2025-12-01T09:57:29.690Z
"Padaria Sabor",padariasabor47@gmail.com,(31) 93883-4859,2725,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T13:18:19.041Z
"Padaria Central Express",padariacentralexpress31@gmail.com,(31) 99233-5518,1935,TRIFASICO,CEMIG Minas Gerais,new,2025-12-16T15:20:57.641Z
"Açougue Gostoso Ltda",aouguegostosoltda42@gmail.com,(31) 93547-2793,1241,TRIFASICO,CEMIG Minas Gerais,new,2025-10-16T10:57:54.522Z
"Padaria Premium e Cia",padariapremiumecia4@gmail.com,(31) 98744-9430,528,BIFASICO,CEMIG Minas Gerais,new,2025-11-21T01:31:16.973Z
"Beatriz Alves",beatrizalves45@gmail.com,(31) 94867-4058,3845,TRIFASICO,CEMIG Minas Gerais,new,2025-11-30T13:08:02.723Z
"Açougue Mineiro",aouguemineiro65@gmail.com,(31) 93236-0022,1233,BIFASICO,CEMIG Minas Gerais,new,2025-10-14T18:59:08.277Z
"Sorveteria do Bairro",sorveteriadobairro79@gmail.com,(31) 97405-6447,307,BIFASICO,CEMIG Minas Gerais,new,2025-10-09T17:31:31.202Z
"Carlos Lima",carloslima17@gmail.com,(31) 93577-9006,2530,MONOFASICO,CEMIG Minas Gerais,new,2025-12-07T00:01:04.383Z
"Lucas Gomes",lucasgomes48@gmail.com,(31) 96272-5842,4865,TRIFASICO,CEMIG Minas Gerais,new,2025-12-05T01:20:28.662Z
"Juliana Santos",julianasantos5@gmail.com,(31) 93798-9997,868,TRIFASICO,CEMIG Minas Gerais,new,2025-11-07T20:50:05.095Z
"Açougue Mais Ltda",aouguemaisltda4@gmail.com,(31) 92459-7783,1477,MONOFASICO,CEMIG Minas Gerais,new,2025-11-23T17:15:46.700Z
"Açougue do Bairro",aouguedobairro7@gmail.com,(31) 99155-9193,4396,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T17:10:58.841Z
"Padaria Mais Express",padariamaisexpress33@gmail.com,(31) 98475-5542,4662,BIFASICO,CEMIG Minas Gerais,new,2025-12-01T20:48:19.774Z
"Açougue Puro Express",aouguepuroexpress65@gmail.com,(31) 96220-8667,1710,TRIFASICO,CEMIG Minas Gerais,new,2026-01-03T00:02:54.512Z
"Geraldo Silva",geraldosilva53@gmail.com,(31) 91928-0312,837,TRIFASICO,CEMIG Minas Gerais,new,2025-12-18T15:44:12.158Z
"Sorveteria Mineiro e Cia",sorveteriamineiroecia0@gmail.com,(31) 96930-6737,2669,TRIFASICO,CEMIG Minas Gerais,new,2025-10-09T19:22:09.248Z
"Carlos Santos",carlossantos3@gmail.com,(31) 93953-0547,2214,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T00:05:38.283Z
"Açougue Central e Cia",aouguecentralecia51@gmail.com,(31) 91048-5835,4417,TRIFASICO,CEMIG Minas Gerais,new,2025-12-24T22:07:03.370Z
"Patricia Santos",patriciasantos81@gmail.com,(31) 98460-5423,1734,TRIFASICO,CEMIG Minas Gerais,new,2025-12-02T06:48:45.594Z
"Padaria Premium e Cia",padariapremiumecia26@gmail.com,(31) 97201-7188,1890,TRIFASICO,CEMIG Minas Gerais,new,2025-12-25T01:31:31.792Z
"Sorveteria Real",sorveteriareal92@gmail.com,(31) 92354-8371,4265,MONOFASICO,CEMIG Minas Gerais,new,2025-12-29T02:24:26.375Z
"Sorveteria Puro e Cia",sorveteriapuroecia46@gmail.com,(31) 91080-3686,3896,TRIFASICO,CEMIG Minas Gerais,new,2025-12-24T22:46:50.457Z
"Padaria Real e Cia",padariarealecia56@gmail.com,(31) 91894-4010,3293,MONOFASICO,CEMIG Minas Gerais,new,2025-11-20T22:01:20.906Z
"Rafael Rodrigues",rafaelrodrigues99@gmail.com,(31) 96230-0524,3862,MONOFASICO,CEMIG Minas Gerais,new,2026-01-02T14:37:13.931Z
"Açougue Mineiro",aouguemineiro90@gmail.com,(31) 97972-4263,4430,TRIFASICO,CEMIG Minas Gerais,new,2025-12-22T18:32:36.922Z
"Açougue Real Ltda",aouguerealltda54@gmail.com,(31) 96058-0753,4873,TRIFASICO,CEMIG Minas Gerais,new,2025-12-27T02:56:54.082Z
"Sorveteria Puro Express",sorveteriapuroexpress28@gmail.com,(31) 98701-9186,4405,BIFASICO,CEMIG Minas Gerais,new,2025-10-29T19:30:30.088Z
"Beatriz Ribeiro",beatrizribeiro53@gmail.com,(31) 97324-3464,1446,TRIFASICO,CEMIG Minas Gerais,new,2025-10-27T15:28:39.623Z
"Ana Alves",anaalves51@gmail.com,(31) 95089-4957,3219,TRIFASICO,CEMIG Minas Gerais,new,2025-11-22T10:16:36.346Z
"Padaria Real Express",padariarealexpress58@gmail.com,(31) 99820-2892,545,BIFASICO,CEMIG Minas Gerais,new,2025-12-17T23:58:17.053Z
"Açougue Central Ltda",aouguecentralltda98@gmail.com,(31) 96887-0489,916,TRIFASICO,CEMIG Minas Gerais,new,2025-12-02T01:11:25.739Z
"Padaria Real Ltda",padariarealltda1@gmail.com,(31) 99111-4867,3399,TRIFASICO,CEMIG Minas Gerais,new,2025-12-19T06:55:15.246Z
"Padaria Central Ltda",padariacentralltda82@gmail.com,(31) 93181-2524,3547,MONOFASICO,CEMIG Minas Gerais,new,2025-10-25T10:00:26.264Z
"José Ferreira",josferreira9@gmail.com,(31) 94534-7188,4564,MONOFASICO,CEMIG Minas Gerais,new,2025-11-02T05:32:03.586Z
"Sorveteria Premium",sorveteriapremium46@gmail.com,(31) 97589-7175,2128,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T00:43:27.625Z
"Açougue Mais",aouguemais19@gmail.com,(31) 98588-9818,1313,MONOFASICO,CEMIG Minas Gerais,new,2025-12-15T01:37:39.670Z
"Juliana Souza",julianasouza38@gmail.com,(31) 95588-7648,3979,TRIFASICO,CEMIG Minas Gerais,new,2025-11-06T23:24:48.709Z
"Paulo Silva",paulosilva71@gmail.com,(31) 92689-5311,411,BIFASICO,CEMIG Minas Gerais,new,2025-12-21T04:51:22.309Z
"Mercado Premium Ltda",mercadopremiumltda75@gmail.com,(31) 97124-1744,1342,TRIFASICO,CEMIG Minas Gerais,new,2025-12-15T21:19:10.164Z
"Padaria Mais e Cia",padariamaisecia99@gmail.com,(31) 95391-4025,4625,BIFASICO,CEMIG Minas Gerais,new,2025-11-02T01:40:17.516Z
"Marcos Ferreira",marcosferreira3@gmail.com,(31) 99796-3406,3936,MONOFASICO,CEMIG Minas Gerais,new,2026-01-03T06:23:40.452Z
"Açougue Real",aouguereal6@gmail.com,(31) 93200-5702,1034,BIFASICO,CEMIG Minas Gerais,new,2025-11-09T10:48:25.948Z
"Sorveteria Premium Ltda",sorveteriapremiumltda31@gmail.com,(31) 96805-9121,2304,TRIFASICO,CEMIG Minas Gerais,new,2025-12-01T15:00:53.063Z
"Sorveteria Real Express",sorveteriarealexpress10@gmail.com,(31) 90614-0021,2400,MONOFASICO,CEMIG Minas Gerais,new,2025-11-29T08:21:04.046Z
"Carlos Pereira",carlospereira18@gmail.com,(31) 97238-9613,3270,TRIFASICO,CEMIG Minas Gerais,new,2025-12-07T10:19:43.823Z
"Maria Ferreira",mariaferreira58@gmail.com,(31) 99707-6952,4876,BIFASICO,CEMIG Minas Gerais,new,2025-12-20T12:43:58.867Z
"Mercado Sabor Ltda",mercadosaborltda25@gmail.com,(31) 93701-1373,2591,BIFASICO,CEMIG Minas Gerais,new,2025-11-08T12:20:59.638Z
"Camila Souza",camilasouza13@gmail.com,(31) 92680-8777,1783,TRIFASICO,CEMIG Minas Gerais,new,2025-11-11T18:41:08.424Z
"Mercado Puro",mercadopuro61@gmail.com,(31) 96802-5866,772,TRIFASICO,CEMIG Minas Gerais,new,2025-12-12T12:45:05.588Z
"Paulo Alves",pauloalves88@gmail.com,(31) 92318-8731,769,BIFASICO,CEMIG Minas Gerais,new,2025-10-12T05:29:37.242Z
"Padaria Real",padariareal63@gmail.com,(31) 94282-3536,310,MONOFASICO,CEMIG Minas Gerais,new,2025-12-17T11:37:04.649Z
"Rafael Santos",rafaelsantos91@gmail.com,(31) 93378-3687,1252,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T02:36:28.933Z
"Marcos Rodrigues",marcosrodrigues57@gmail.com,(31) 97540-7873,2028,TRIFASICO,CEMIG Minas Gerais,new,2025-12-01T15:19:55.139Z
"Sorveteria do Bairro",sorveteriadobairro25@gmail.com,(31) 90213-3031,2435,TRIFASICO,CEMIG Minas Gerais,new,2025-10-25T04:16:19.007Z
"Juliana Silva",julianasilva52@gmail.com,(31) 92134-6316,1470,TRIFASICO,CEMIG Minas Gerais,new,2025-12-23T06:36:13.709Z
"Luiz Rodrigues",luizrodrigues42@gmail.com,(31) 96191-8140,2753,MONOFASICO,CEMIG Minas Gerais,new,2025-11-23T02:07:04.342Z
"Açougue Premium Ltda",aouguepremiumltda19@gmail.com,(31) 94968-6280,3104,MONOFASICO,CEMIG Minas Gerais,new,2026-01-06T17:38:01.330Z
"Padaria Real e Cia",padariarealecia25@gmail.com,(31) 91395-6627,3668,TRIFASICO,CEMIG Minas Gerais,new,2025-11-25T12:00:15.649Z
"Padaria Tropical Ltda",padariatropicalltda57@gmail.com,(31) 90937-7975,4671,BIFASICO,CEMIG Minas Gerais,new,2026-01-03T01:36:30.414Z
"Aline Ferreira",alineferreira78@gmail.com,(31) 90870-6782,968,BIFASICO,CEMIG Minas Gerais,new,2025-11-18T06:38:45.733Z
"Mercado Gostoso Express",mercadogostosoexpress81@gmail.com,(31) 93036-2114,3539,BIFASICO,CEMIG Minas Gerais,new,2025-10-10T20:41:04.728Z
"Sorveteria Real",sorveteriareal34@gmail.com,(31) 95956-3672,4018,BIFASICO,CEMIG Minas Gerais,new,2025-11-07T17:55:48.268Z
"Sorveteria do Bairro Express",sorveteriadobairroexpress93@gmail.com,(31) 90735-5907,4106,TRIFASICO,CEMIG Minas Gerais,new,2025-11-04T16:29:51.942Z
"Sorveteria Mineiro",sorveteriamineiro84@gmail.com,(31) 90852-1918,2307,TRIFASICO,CEMIG Minas Gerais,new,2025-11-17T20:56:29.273Z
"Padaria Tropical Express",padariatropicalexpress21@gmail.com,(31) 97761-4683,1500,BIFASICO,CEMIG Minas Gerais,new,2025-11-02T15:08:06.330Z
"Luiz Pereira",luizpereira24@gmail.com,(31) 96714-1418,4527,BIFASICO,CEMIG Minas Gerais,new,2025-10-18T14:23:41.700Z
"Padaria Sabor Express",padariasaborexpress32@gmail.com,(31) 95588-8870,2898,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T20:32:08.494Z
"Mercado Central Ltda",mercadocentralltda55@gmail.com,(31) 94611-4179,3168,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T04:26:40.210Z
"Padaria Premium Ltda",padariapremiumltda98@gmail.com,(31) 91835-4827,2987,BIFASICO,CEMIG Minas Gerais,new,2025-12-18T17:20:01.298Z
"Mercado Puro Express",mercadopuroexpress82@gmail.com,(31) 92437-2136,1225,TRIFASICO,CEMIG Minas Gerais,new,2025-10-24T15:52:42.281Z
"Sorveteria Premium e Cia",sorveteriapremiumecia71@gmail.com,(31) 97540-5803,3101,BIFASICO,CEMIG Minas Gerais,new,2025-11-30T15:06:22.379Z
"Mercado Mais Express",mercadomaisexpress47@gmail.com,(31) 91161-2137,4223,TRIFASICO,CEMIG Minas Gerais,new,2025-12-10T16:08:27.064Z
"Juliana Martins",julianamartins30@gmail.com,(31) 97085-0955,2386,BIFASICO,CEMIG Minas Gerais,new,2025-11-22T21:12:23.087Z
"Ana Ribeiro",anaribeiro81@gmail.com,(31) 98181-6599,979,BIFASICO,CEMIG Minas Gerais,new,2025-11-18T19:00:29.411Z
"Mercado do Bairro Express",mercadodobairroexpress31@gmail.com,(31) 93230-2488,2918,BIFASICO,CEMIG Minas Gerais,new,2025-12-13T18:45:18.707Z
"Aline Carvalho",alinecarvalho89@gmail.com,(31) 99494-9830,3193,TRIFASICO,CEMIG Minas Gerais,new,2025-12-19T17:44:06.326Z
"Sorveteria Real e Cia",sorveteriarealecia77@gmail.com,(31) 95378-6697,2621,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T17:46:18.430Z
"Geraldo Souza",geraldosouza86@gmail.com,(31) 95809-3762,719,BIFASICO,CEMIG Minas Gerais,new,2025-11-29T05:24:09.419Z
"Padaria Sabor",padariasabor47@gmail.com,(31) 95087-6397,731,BIFASICO,CEMIG Minas Gerais,new,2025-11-09T13:33:39.440Z
"João Costa",joocosta39@gmail.com,(31) 97734-1870,3493,MONOFASICO,CEMIG Minas Gerais,new,2025-12-20T06:24:29.882Z
"Patricia Rodrigues",patriciarodrigues40@gmail.com,(31) 99919-3963,1191,BIFASICO,CEMIG Minas Gerais,new,2025-11-08T21:49:45.221Z
"Padaria Real Ltda",padariarealltda75@gmail.com,(31) 95203-5996,2481,TRIFASICO,CEMIG Minas Gerais,new,2025-11-28T13:55:26.551Z
"Rafael Rodrigues",rafaelrodrigues38@gmail.com,(31) 90393-8432,1723,BIFASICO,CEMIG Minas Gerais,new,2025-10-20T06:11:50.265Z
"Beatriz Oliveira",beatrizoliveira91@gmail.com,(31) 95564-8115,3180,MONOFASICO,CEMIG Minas Gerais,new,2025-11-16T10:52:18.821Z
"Padaria Tropical Ltda",padariatropicalltda66@gmail.com,(31) 96731-5394,4083,TRIFASICO,CEMIG Minas Gerais,new,2025-10-21T02:30:12.403Z
"Padaria Puro Ltda",padariapuroltda90@gmail.com,(31) 96420-3169,4712,BIFASICO,CEMIG Minas Gerais,new,2025-11-11T11:20:55.883Z
"Antonio Souza",antoniosouza81@gmail.com,(31) 93566-8618,2719,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T22:44:46.249Z
"Sorveteria Puro e Cia",sorveteriapuroecia50@gmail.com,(31) 93265-7474,3097,BIFASICO,CEMIG Minas Gerais,new,2025-11-22T06:29:59.292Z
"Juliana Santos",julianasantos47@gmail.com,(31) 99980-5728,742,TRIFASICO,CEMIG Minas Gerais,new,2025-12-09T12:11:52.969Z
"Mercado Mineiro Ltda",mercadomineiroltda75@gmail.com,(31) 94292-7218,363,MONOFASICO,CEMIG Minas Gerais,new,2025-11-18T06:45:05.580Z
"Beatriz Ribeiro",beatrizribeiro54@gmail.com,(31) 95949-9989,348,TRIFASICO,CEMIG Minas Gerais,new,2025-10-29T06:20:58.748Z
"Mercado Gostoso Ltda",mercadogostosoltda9@gmail.com,(31) 95582-6085,3881,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T13:30:44.466Z
"Açougue Central",aouguecentral21@gmail.com,(31) 98274-0417,575,BIFASICO,CEMIG Minas Gerais,new,2025-12-16T07:31:54.942Z
"José Ribeiro",josribeiro26@gmail.com,(31) 95629-9222,1115,MONOFASICO,CEMIG Minas Gerais,new,2025-12-23T15:23:14.983Z
"Padaria Mais Express",padariamaisexpress24@gmail.com,(31) 92673-7766,4616,BIFASICO,CEMIG Minas Gerais,new,2025-11-09T16:04:37.670Z
"Sorveteria Mais e Cia",sorveteriamaisecia80@gmail.com,(31) 92111-8894,735,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T06:52:06.466Z
"João Souza",joosouza19@gmail.com,(31) 96045-3454,1884,BIFASICO,CEMIG Minas Gerais,new,2025-12-15T18:41:11.040Z
"Luiz Almeida",luizalmeida5@gmail.com,(31) 91407-8012,3352,MONOFASICO,CEMIG Minas Gerais,new,2025-11-15T10:34:09.787Z
"Açougue Mineiro Express",aouguemineiroexpress34@gmail.com,(31) 91184-5633,1315,BIFASICO,CEMIG Minas Gerais,new,2025-12-08T06:34:10.689Z
"Maria Santos",mariasantos23@gmail.com,(31) 96643-1479,4899,BIFASICO,CEMIG Minas Gerais,new,2025-11-06T11:04:30.474Z
"Juliana Rodrigues",julianarodrigues95@gmail.com,(31) 95001-9929,4092,MONOFASICO,CEMIG Minas Gerais,new,2025-11-06T06:21:19.521Z
"Rafael Gomes",rafaelgomes13@gmail.com,(31) 97969-5456,4123,BIFASICO,CEMIG Minas Gerais,new,2025-12-07T13:49:49.234Z
"Rafael Carvalho",rafaelcarvalho29@gmail.com,(31) 94657-8661,4863,TRIFASICO,CEMIG Minas Gerais,new,2025-12-25T06:35:55.273Z
"Açougue Sabor Express",aouguesaborexpress65@gmail.com,(31) 90785-8032,1946,TRIFASICO,CEMIG Minas Gerais,new,2025-10-20T19:31:40.401Z
"Açougue Mais Express",aouguemaisexpress81@gmail.com,(31) 92098-5625,3411,TRIFASICO,CEMIG Minas Gerais,new,2025-11-04T01:13:34.144Z
"Luiz Rodrigues",luizrodrigues65@gmail.com,(31) 99950-2625,3689,BIFASICO,CEMIG Minas Gerais,new,2026-01-07T07:43:00.085Z
"Padaria Mineiro Express",padariamineiroexpress85@gmail.com,(31) 93288-0017,2413,TRIFASICO,CEMIG Minas Gerais,new,2025-11-28T10:12:40.393Z
"Açougue Central e Cia",aouguecentralecia40@gmail.com,(31) 92045-2120,3571,BIFASICO,CEMIG Minas Gerais,new,2025-10-16T09:29:07.816Z
"Açougue Mais Express",aouguemaisexpress19@gmail.com,(31) 98857-7858,4299,TRIFASICO,CEMIG Minas Gerais,new,2025-10-16T15:37:35.417Z
"Ana Rodrigues",anarodrigues49@gmail.com,(31) 93674-1900,4542,MONOFASICO,CEMIG Minas Gerais,new,2025-11-13T00:57:40.776Z
"Padaria Mais Ltda",padariamaisltda39@gmail.com,(31) 92367-4744,4431,TRIFASICO,CEMIG Minas Gerais,new,2025-11-07T08:57:08.684Z
"Fernanda Santos",fernandasantos7@gmail.com,(31) 93715-3726,2266,BIFASICO,CEMIG Minas Gerais,new,2025-11-23T11:06:07.073Z
"Açougue Gostoso Ltda",aouguegostosoltda97@gmail.com,(31) 95851-6968,865,MONOFASICO,CEMIG Minas Gerais,new,2026-01-01T09:25:01.656Z
"Padaria Mais Express",padariamaisexpress50@gmail.com,(31) 96497-8464,3816,TRIFASICO,CEMIG Minas Gerais,new,2025-12-08T22:23:43.983Z
"Lucas Carvalho",lucascarvalho96@gmail.com,(31) 92472-6471,3997,BIFASICO,CEMIG Minas Gerais,new,2025-11-08T01:09:39.150Z
"Juliana Costa",julianacosta54@gmail.com,(31) 91678-3533,1175,BIFASICO,CEMIG Minas Gerais,new,2025-12-13T16:27:22.276Z
"Sorveteria do Bairro",sorveteriadobairro18@gmail.com,(31) 91956-5704,4210,BIFASICO,CEMIG Minas Gerais,new,2025-11-01T16:28:47.374Z
